Food_Name,Temperature,Humidity,Methane,CO2,Storage_Days,Spoiled
Strawberry,17.01,78.98,115.25,1995.94,7.7,2
Chicken,21.84,79.83,130.53,1732.19,5.7,2
Potato,14.86,65.72,37.7,763.51,9,1
Yogurt,,65.77,34.86,715.04,4.6,1
Eggs,23.03,74.69,114.97,1490.36,11.3,2
Eggs,12.19,67.16,36.49,791.36,6.4,1
Beef,,91.89,128.9,1876.26,5.5,2
Chicken,1.73,54.64,5.23,396.8,0.8,0
Eggs,3.62,44.04,2.8,363.36,3.8,0
Yogurt,5.29,54.09,6.03,369.93,2.8,0
Bread,24.76,67.68,69.49,1670.78,6.1,2
Eggs,22.35,73.06,95.85,1366.41,14.1,2
Apple,21.61,79.25,122.19,1725.4,10.4,2
Fish,2.6,52.57,7.11,443.82,0.4,0
Potato,7.19,49.82,4.66,365.13,3.7,0
Strawberry,3.27,54.26,3.91,379.89,1.4,0
Tomato,12.32,69.85,38.62,839.7,4.5,1
Tomato,22.67,76.34,124.53,1915.33,7.7,2
Yogurt,3.54,44.82,2.26,411.62,2,0
Chicken,20.63,88.34,134.8,1859.21,6.3,2
Strawberry,3.82,55.64,3.48,430.91,0.8,0
Bread,19.84,39.87,0.6,,1.4,0
Orange,5.18,54.14,,394.48,3.7,0
Spinach,3.82,54.65,4.01,410.56,0.6,0
Spinach,11.35,68.33,38.93,842.83,2.4,1
Fish,18.26,85.54,149.82,2119.23,4.5,2
Chicken,20.71,82.65,122.06,1769.82,7.1,2
Cheese,3.34,52.08,4.96,440.34,3.8,0
Tomato,15.59,76.27,48.88,863.21,5.8,1
Yogurt,9.49,59.54,29.23,706.58,5.3,1
Yogurt,4.79,52.15,2.35,388,1.3,0
Tomato,14.35,65.91,40.48,789.94,4.5,1
Fish,3.5,48.67,5.68,447.45,0.8,0
Apple,3.34,45.23,2.93,422.35,1.2,0
Eggs,18.63,84.51,104.78,1444.78,12.5,2
Bread,20.35,47.54,26.8,756.1,3.2,1
Apple,19.85,85.47,129.19,1673.87,9.3,2
Bread,22.7,56.36,29.72,740.41,3.8,1
Milk,7.46,66.14,32.83,706.97,3.6,1
Beef,3.01,48.86,2.23,422.56,0.5,0
Potato,5.78,50.15,2.98,387.57,3.4,0
Potato,21.66,78.22,99.71,1499.95,13.1,2
Orange,12.6,63.68,32,801.1,7.2,1
Beef,12.74,63.28,46.41,,4.4,1
Spinach,9.53,72.4,42.83,827.98,3.2,1
Milk,14.97,73.35,114.25,1455.55,8.5,2
Bread,21.13,43.18,2.42,419.29,1,0
Yogurt,15.04,71.02,115.68,1691.42,7.3,2
Potato,7.61,50.3,3.12,388.62,4.5,0
Orange,5.04,44.94,4.51,424.42,2.1,0
Beef,22.31,85.37,128.61,2121.41,7.2,2
Chicken,2.73,59.02,6.51,396.84,1,0
Potato,12.88,56.98,31.36,778.35,9.9,1
Apple,12.18,60.43,36.5,727.49,4,1
Milk,7.83,60.58,33.91,741.73,4.4,1
Spinach,19.98,85.53,107.95,1729.88,7.5,2
Fish,2.33,52.96,4.67,414.72,0.9,0
Apple,6.08,47.71,3.46,390.77,2.1,0
Yogurt,4.13,52.29,4.55,448.7,2.3,0
Potato,,81.3,96,1547,12.4,2
Orange,21.57,75.64,130.13,1648.02,10.4,2
Fish,1.61,58.43,7.99,441.45,1.1,0
Fish,7.33,69.05,40.69,868.57,2.1,1
Mushroom,10.48,71.61,51.55,814.34,2.7,1
Apple,22.04,80.77,116.96,1590.2,11.9,2
Chicken,7.12,70,50.36,887.83,3,1
Strawberry,20.87,81.62,102.39,1757.03,6,2
Beef,2.91,42.73,6.95,384.39,0.8,0
Potato,15.7,70.27,33.85,765.17,7.3,1
Eggs,20.61,81.68,107.33,1609.59,11.8,2
Spinach,4.32,49.65,4.37,420.68,1.7,0
Strawberry,10.37,59.93,44.96,797.52,3.1,1
Orange,21.06,80.41,111.75,1969.69,10.4,2
Eggs,19.78,78.7,95.59,1743.99,12.4,2
Yogurt,4.03,51.03,4.36,383.69,2,0
Potato,12.77,66.07,32.32,699.73,8.8,1
Orange,11.87,63.59,32.76,853.55,6.1,1
Cheese,4.42,54.73,4.44,417.39,3,0
Eggs,4.62,55.74,2.33,350.21,3.2,0
Strawberry,3.02,55.85,5.81,425.88,1.3,0
Chicken,16.92,75.18,117.2,2052.62,5.9,2
Bread,21.08,53.68,18.18,717.41,3.6,1
Yogurt,3.7,45.78,5.12,373.26,2,0
Chicken,8.99,60.61,34.5,697.38,3.3,1
Beef,3.79,53.56,6.85,402.23,0.8,0
Eggs,18.72,81.78,102.8,1579.88,13.3,2
Eggs,12.06,52.86,24.86,685.5,9.1,1
Mushroom,11.65,75.81,42.1,822.95,2.7,1
Apple,13.37,65.11,35.8,804.31,5.6,1
Spinach,4.32,63.06,,359.4,0.8,0
Spinach,,62.39,32.14,801.35,4.5,1
Potato,8.1,,3.23,404.86,3.9,0
Mushroom,5.09,57.71,5.02,395.19,0.7,0
Eggs,2.99,43.22,4.46,399.13,2.7,0
Tomato,8.24,51.19,6.22,384.59,1.2,0
Spinach,9.81,69.91,58.15,813.14,3.1,1
Orange,5.68,45.57,,417.83,3.3,0
Apple,5.34,46.02,2.75,419.44,2.4,0
Tomato,7.3,51.07,5.25,430.38,1.5,0
Eggs,5.73,43.2,4.18,385.81,2.7,0
Chicken,2.61,54.63,4.93,428.35,1.3,0
Apple,6.13,44.35,5.6,411.94,1.4,0
Fish,17.57,84.56,147.27,1796.01,4.4,2
Spinach,3.59,55.87,5.51,405.81,1.3,0
Eggs,10.29,,36.03,803.18,6,1
Beef,17.64,85.24,149.42,1782.06,6.9,2
Chicken,18.45,80.07,119.03,1928.07,6,2
Strawberry,4.53,52.79,5.82,440.28,1.1,0
Yogurt,2.68,51.85,,387.14,2.2,0
Yogurt,10.45,64.98,29.5,786.98,5.2,1
Spinach,12.31,68.54,39.82,905.33,3.7,1
Chicken,10.27,68.38,55.99,912.8,3.4,1
Strawberry,2.81,54.88,3.74,435.35,1.1,0
Eggs,17.6,74.52,101.04,1620.15,15,2
Orange,11.35,65.94,44.11,727.52,6.3,1
Yogurt,3.69,54.56,5.08,399.77,1.7,0
Potato,19.33,73.67,97.48,1755.45,12.4,2
Milk,7.83,62.2,33.18,,3.9,1
Cheese,14.92,77.17,103.12,1835.86,15,2
Yogurt,4.64,46.13,3.51,375.18,2.5,0
Chicken,4.4,48.71,4.59,427.24,0.2,0
Beef,2.35,52.06,5.78,433.91,0.6,0
Bread,27.02,72.96,73.11,1482.03,8.5,2
Chicken,18.56,80.07,114.4,1912.91,4.8,2
Beef,20.65,83.94,127.25,1885.08,6.1,2
Cheese,10.06,68.1,37.81,710.84,6.7,1
Cheese,6.8,59.57,31.56,760.98,7.7,1
Apple,3.08,48.03,4.92,390.95,2.1,0
Yogurt,4.12,51.82,3.79,411.49,2.2,0
Beef,3.9,50.35,4.39,386.02,0.4,0
Yogurt,7.88,66.68,37.31,788.47,5.1,1
Spinach,18.81,86.68,105.38,1845.15,6.6,2
Beef,10.77,74.7,48.56,962.42,4.1,1
Chicken,9.56,65.47,48.29,798.4,2.8,1
Fish,2.61,50.12,5.77,402.23,1,0
Potato,14.69,65.49,24.77,726.33,8.4,1
Apple,5.73,44.45,3.21,344.41,1.7,0
Cheese,14.88,82.54,117.87,1730.75,13.5,2
Tomato,13.8,57.42,32.72,804.27,5.4,1
Potato,6.56,49.08,3.9,392.76,3.2,0
Mushroom,13.51,70.22,45.34,877.25,3.3,1
Eggs,5.74,49.81,4.56,416.23,3.5,0
Yogurt,3.6,48.16,4.16,399.86,1.4,0
Strawberry,,69.22,43.28,773.74,2.7,1
Beef,11.74,64.69,43.99,901.29,4,1
Potato,7.92,46.28,4.08,415.42,3.7,0
Yogurt,3.89,53.08,3.63,361.6,2.5,0
Chicken,3.08,51.94,5.91,416.3,1,0
Eggs,5.83,43.92,3.85,449.15,2.8,0
Mushroom,3.96,62.19,5.52,395.18,0.8,0
Milk,8.26,63.4,33.82,704.07,3.6,1
Tomato,13.92,66.72,45.69,829.61,5.1,1
Bread,19.48,49.61,3.12,383.7,1.3,0
Yogurt,16.54,84.89,111.74,1713.75,11.4,2
Fish,7.5,59.84,42.81,960.51,2.1,1
Beef,11.19,60.35,44.66,780.47,3.2,1
Milk,8.1,56.17,22.82,717.27,5.1,1
Orange,22.62,68.78,100.58,1839.86,10.3,2
Apple,10.81,56.82,38.81,808.41,5.5,1
Cheese,8.87,63.84,35.22,834.17,6.3,1
Spinach,9.61,71.62,51.61,849.7,3.1,1
Tomato,24.46,83.18,127.35,1981.41,8.4,2
Chicken,21.23,80.03,140.52,2112.99,6.3,2
Orange,20.77,85.71,94.77,1743.61,12.3,2
Chicken,3.76,45.39,2.36,404.43,0.4,0
Eggs,11.47,,31.89,727.45,6.5,1
Chicken,8.51,65.61,46.36,822.8,3.6,1
Yogurt,3.82,48.45,3.02,376,2.5,0
Apple,6.56,44.47,2.73,,2.4,0
Orange,19.02,75.62,115.46,1726.67,11.1,2
Bread,17.48,49.09,2.72,405.92,1.2,0
Yogurt,9.12,52.17,35.7,836.57,4.2,1
Milk,8.28,70.93,38.25,638.47,3.2,1
Chicken,10.35,58.55,48.29,808.03,2.9,1
Apple,21.45,75.96,124.03,1986.55,11.1,2
Orange,21.2,76.58,86.31,1853.12,12.1,2
Potato,13.38,63.52,29.57,788.31,7,1
Beef,2.74,55.09,5.7,438.96,0.3,0
Tomato,6.58,45.81,5.3,410.27,2.4,0
Apple,6.3,54.31,3.47,411.03,1.5,0
Bread,21.18,61.07,24.09,629.32,3.3,1
Tomato,8.77,47.12,7.1,470.59,2.5,0
Eggs,12.42,61.73,29.88,749.43,7.5,1
Yogurt,3.45,47.68,4.78,358.38,1.7,0
Bread,19.85,37.97,5.14,374.07,2.2,0
Milk,16.79,82.23,93.23,1996.61,7.6,2
Strawberry,13.67,80.32,142.55,1823.28,8.5,2
Bread,23.71,60.82,31.56,653.86,2.9,1
Cheese,3.29,51.66,4.66,390.19,3.1,0
Yogurt,5.69,50.26,3.56,408.61,1.4,0
Orange,6.39,48.37,3.13,365.87,2.8,0
Strawberry,10.03,56.61,38.44,811.21,3.3,1
Orange,13.3,62.21,35,844.44,6.1,1
Apple,19.3,84.57,117.47,1815.29,11.6,2
Yogurt,9.51,68.16,25.97,805.59,4.7,1
Potato,9.66,52.18,1.63,399.49,3.5,0
Bread,24.58,78.38,95.51,1532.94,6.7,2
Spinach,18.66,90.89,125.62,1813.47,6.1,2
Eggs,20.27,80.42,83.24,1542.73,11.8,2
Orange,22.41,75.57,102.52,1766.69,10,2
Apple,18.32,73.61,124.97,1764.68,9.8,2
Potato,14.08,64.86,20.19,773.19,7.1,1
Spinach,19.37,85.9,119.4,1718.02,5,2
Yogurt,8.73,53.76,30.06,833.79,4.5,1
Milk,7.2,57.37,40.46,751.95,3.6,1
Chicken,11.22,75.2,45.76,784.23,2.4,1
Beef,11.99,68.04,43.78,801.7,3.4,1
Eggs,3.52,49.99,1.9,427.04,3,0
Apple,10.6,54.59,40.69,767.64,6.3,1
Mushroom,12.23,71.75,32.77,960.12,3.5,1
Eggs,5.51,46.32,3.26,402.24,4.1,0
Cheese,9.07,68.46,,795.78,6.9,1
Apple,21.74,72.68,142.83,1789.01,8.5,2
Potato,,72.94,92.49,1585.04,12.9,2
Tomato,25.17,84.12,116.84,1650.56,9,2
Bread,24.01,62.32,30.79,,3.3,1
Yogurt,11.32,81.9,116.12,1558.62,9.2,2
Milk,2.97,56.32,3.09,402.18,0.4,0
Strawberry,8.92,65.67,34.34,820.42,2.7,1
Strawberry,4.9,55.39,7.8,429.45,1.1,0
Bread,22.37,42.1,2.87,388.92,0.7,0
Spinach,11.86,67.5,46.11,838.87,3,1
Milk,4.63,50.15,3.66,403.04,0.8,0
Potato,20.41,82.84,105.31,1587.04,13.8,2
Mushroom,17.67,86.88,121.79,1818.96,5.7,2
Fish,1.19,55.74,4.6,426.43,1.2,0
Eggs,4.52,48.73,2.86,411.59,2.9,0
Fish,19.51,89.27,132.8,1746.47,4.4,2
Beef,20.32,85.93,125.45,2074.84,5,2
Tomato,23.37,81.9,119.47,1851.78,9.5,2
Eggs,11.58,62.33,40.75,746.59,5.7,1
Potato,18.38,78.75,90.69,1614.11,12.9,2
Beef,20.89,93.62,131.84,1834.2,7.1,2
Orange,5.68,43.29,4.23,403.31,2.2,0
Beef,21.7,92.82,151.5,1760.71,6.9,2
Eggs,17.46,69.9,99.78,1671.48,14.1,2
Milk,8.15,68.58,39.51,740.71,3.7,1
Chicken,1.75,52.63,3.27,428,1,0
Eggs,22.5,74.04,106.08,1564.73,11.8,2
Eggs,6.07,52.82,3.36,376.14,3.8,0
Eggs,18.65,86.45,90.51,1615.57,12.2,2
Mushroom,3.35,59.95,4.38,448.16,0.8,0
Chicken,9.53,73.57,50.27,901.73,3.6,1
Beef,11.28,64.11,51.39,806.4,2.4,1
Spinach,3.05,64.36,5.44,400.71,1.2,0
Beef,2.32,56.91,5.86,374.51,1.6,0
Bread,19.02,47.29,3.64,398.68,1.4,0
Cheese,5.52,52.26,4.85,360.14,2,0
Milk,3.19,46.51,5.67,371.14,0.9,0
Fish,7.56,77.68,46.04,857.68,2.9,1
Mushroom,12.72,64.91,41.85,807.05,3.3,1
Beef,10.58,69.59,57.07,927.24,3.3,1
Mushroom,5.23,59.54,4.86,388.9,1.5,0
Yogurt,7.25,59.23,28.74,818.64,4.4,1
Bread,20.22,55.06,21.18,702.83,4.7,1
Mushroom,11.77,70.34,49.36,859.97,2.7,1
Yogurt,15.72,,85.39,1588.13,8,2
Fish,18.7,78.97,137.44,1946.17,5.6,2
Milk,13.93,76.98,99.63,1555.4,5.9,2
Spinach,9.82,66.49,43.75,812.16,3,1
Yogurt,4.22,57.17,3.75,431.54,2,0
Chicken,2.04,52.69,5.58,379.48,2.3,0
Cheese,9.73,63.7,43.51,801.18,6.3,1
Orange,13.11,56.07,30.11,807.13,6.6,1
Spinach,11.29,68.27,40.79,787.55,4,1
Mushroom,12.16,71.62,54.81,824.82,3.3,1
Tomato,15.64,65.81,44.08,762.73,5.2,1
Chicken,3.03,52.35,3.72,401.17,1.5,0
Tomato,20.91,75.06,114.08,1805.43,9.1,2
Yogurt,15.15,69.74,108.23,1577.25,8.9,2
Mushroom,5.77,63.97,4.67,402.72,1.1,0
Beef,9.4,69.87,50.43,949.96,2.9,1
Milk,16.26,71.92,119.34,1648.83,7.9,2
Strawberry,10.32,64.8,45.06,831.77,2.9,1
Fish,8.78,69.44,59.94,796.64,2.4,1
Beef,17.87,78.28,129.05,1782.61,6.7,2
Cheese,14.5,81.52,101.99,1842.66,13.9,2
Eggs,12.65,60.59,32.02,738.43,5.8,1
Strawberry,9.84,67.86,41.56,716.85,2.8,1
Beef,18.51,85.93,144.9,1707.41,7.2,2
Milk,13.92,78.84,105.22,1775.77,6.4,2
Potato,7.14,47.92,2.31,390.3,3.8,0
Strawberry,12.15,63.81,48.96,821.98,2.7,1
Eggs,11.48,57.7,28.19,700.49,6.9,1
Tomato,8.78,50.86,6.96,395.94,3,0
Chicken,21.58,87.65,105.19,2017.72,6.9,2
Beef,19.2,78.93,137.72,1982.21,6.4,2
Tomato,7.73,50.31,4.64,424.22,2.6,0
Orange,14.06,63.47,37.88,839.15,5.5,1
Beef,1.59,,5.99,428.08,1.6,0
Cheese,4.03,44.51,3.17,364.33,5,0
Milk,3.84,48.45,3.31,410.21,0.6,0
Strawberry,10.77,63.88,52.88,860.69,2.9,1
Mushroom,22.86,78.47,135.32,1723.89,5.2,2
Cheese,8.52,59.68,30.91,828.68,7.7,1
Beef,2.92,49.07,4.97,400.78,0.5,0
Chicken,4.45,46.6,5.26,427.74,1.2,0
Cheese,3.71,49.63,3.54,342.59,2.4,0
Spinach,3.71,56.03,2.85,405.85,1.7,0
Cheese,7.99,62.85,33.34,777.65,7.1,1
Orange,20.72,85.11,118.65,1762.5,11.1,2
Cheese,17.43,79.72,103.68,1705.85,13.1,2
Mushroom,5.45,54.84,3.3,421.06,1.1,0
Beef,2.33,57.21,5.9,411.51,1.4,0
Potato,13.97,62.11,26.32,664.83,6.6,1
Eggs,11.35,66.82,29.31,712.61,6.8,1
Eggs,4.4,49.25,3.8,407.88,3.9,0
Tomato,21.42,81.25,125.39,2114.76,9.5,2
Beef,11.3,72.87,55.68,860.07,3.3,1
Potato,12.87,66.72,25.81,770.63,7.9,1
Fish,15.6,84.95,134.49,2161.68,5.3,2
Potato,9.93,53.42,2.83,407.7,4.1,0
Potato,14.14,71.96,25.01,656.05,8.8,1
Spinach,22.33,81.9,128.11,1708.28,7.5,2
Strawberry,23.19,85.73,117.38,1825.55,7.2,2
Mushroom,4.35,64.12,4.71,442.39,1.7,0
Bread,20.88,48.03,3.85,342.38,1.8,0
Beef,10.92,59.86,43.97,827.44,3.3,1
Mushroom,6.46,53.66,6.31,433.17,1.4,0
Mushroom,12.59,73.85,32.65,945.47,3.2,1
Strawberry,18.06,86.07,136.05,1542.11,5.8,2
Tomato,8.38,54.89,1.63,366.52,3.2,0
Potato,7.11,56.53,2.12,403.19,3.9,0
Yogurt,8.27,64.03,33.23,795.77,4.4,1
Spinach,17.7,81.24,110.25,1787.79,6.9,2
Beef,11.19,70.99,52.11,914.73,3.5,1
Orange,22.09,78.56,95.37,1586.11,11.6,2
Eggs,12.44,62.03,32.42,695.18,6.4,1
Strawberry,5.35,49.24,4.76,387.21,1.1,0
Mushroom,6.41,57.71,5.11,420.14,1.4,0
Eggs,11.16,61.74,30.94,662.06,6.5,1
Bread,22.68,47.86,1.65,394.84,0.9,0
Spinach,4.62,54.74,3.18,408.75,1.2,0
Tomato,8.08,53.75,9.24,439.95,1.7,0
Chicken,7.95,65.26,36.22,811.8,3.5,1
Tomato,23.76,84.79,152.08,1788.51,9.1,2
Milk,14.75,72.94,103.29,1744.74,7.4,2
Orange,12.98,59.82,29.61,792.7,6.6,1
Potato,8.37,47.75,3.39,413.7,4.7,0
Bread,22.9,54.13,31.86,572.39,4.2,1
Orange,5.67,54.31,4.15,412.79,4.1,0
Yogurt,8.58,60.94,35.22,696.81,5,1
Potato,12.61,67.4,22.7,791.92,9.2,1
Fish,1.59,50.62,5.33,449.27,0.7,0
Milk,4.3,54.88,5.3,363.21,0,0
Orange,22.71,70.92,111.15,1715.79,10.4,2
Apple,6.64,47.08,4.45,435.93,1.8,0
Strawberry,9.7,72.1,39.39,815.64,3.2,1
Orange,13.02,61.78,30.11,872.84,5.2,1
Tomato,14.42,74.51,44.39,869.29,5.5,1
Chicken,2.35,54.25,4.96,391.05,0.5,0
Spinach,21.33,83.11,108.91,1724,5.6,2
Cheese,8.72,65.69,43.57,739.39,7.1,1
Milk,8.48,56.95,39.24,866.55,3.4,1
Tomato,14.6,63.94,35.17,769.4,4.3,1
Eggs,5.71,50.36,4.04,414.78,3.3,0
Orange,11.98,67.52,31,710.05,5.4,1
Bread,25.96,74.59,89.33,1633.34,8.8,2
Eggs,3.68,42.34,1.56,385.82,3.7,0
Fish,8.62,74.9,44.98,850.79,3.1,1
Apple,4.68,41.94,3.58,422.29,2.2,0
Bread,29.2,75.82,76.87,1493.32,8,2
Eggs,23.96,76.06,117.82,1547.87,12.6,2
Beef,18.4,87.22,131.47,1923.21,6.1,2
Chicken,9.16,70.78,52.9,856.44,3.2,1
Chicken,8.48,68.76,44.43,870.52,2.7,1
Yogurt,,75,108.29,,9.4,2
Apple,3.8,44.68,3.41,380.54,2.4,0
Beef,17.61,83.19,117.21,1927.84,6,2
Chicken,15.68,80.77,133,1916.97,7.8,2
Beef,3.89,,6.14,453.24,0.9,0
Orange,6.37,51.4,3.73,402.06,2.8,0
Cheese,16.83,74.81,111,1640.71,15,2
Strawberry,3.5,52.35,4.39,411.3,1,0
Apple,5.56,38.37,3.97,389.82,1.6,0
Apple,6.19,44.98,3.72,434.79,2.5,0
Milk,15.98,69.33,122.92,1834.95,5.6,2
Eggs,5.6,43.51,3.54,397.62,2.2,0
Potato,9.09,46.81,3.93,413.89,3.3,0
Chicken,2.63,53.63,8.43,428.27,1.1,0
Cheese,9.53,66.02,29.93,778.91,8.6,1
Mushroom,12.66,65.99,34.94,810.82,3,1
Eggs,6.58,53.23,2.36,410.95,2.6,0
Spinach,10.22,68.18,31.71,805.92,3.7,1
Tomato,14.12,73.37,46.17,884.72,5.3,1
Beef,2.7,57.77,6.19,435.3,0.9,0
Potato,13.64,63.17,37.17,773.69,8.4,1
Strawberry,12.26,67.66,43.18,916.82,2.8,1
Spinach,12.49,71.07,49.74,955.62,2.6,1
Yogurt,3.86,54.48,2.55,378.27,1.8,0
Chicken,10.42,,50.37,901.69,3.1,1
Fish,15.83,87.31,150.89,1863.28,5.5,2
Beef,3.12,51.27,9.49,415.39,0.3,0
Tomato,22.33,80.19,111.39,1838.66,8.9,2
Eggs,10.55,61.77,36.66,699.64,8.1,1
Eggs,11.15,59.5,31.48,670.49,6.9,1
Spinach,3.06,61.24,4.54,365.42,2.5,0
Potato,12.64,58.5,24.75,730.36,9.1,1
Potato,7.25,50.44,2.82,395.39,3.7,0
Chicken,20.57,85.85,136.9,1950.52,6.3,2
Spinach,3.19,52.66,4.9,393.16,2.2,0
Yogurt,3.84,48.18,3.84,412.62,1.3,0
Mushroom,6.02,58.55,3.09,414.13,1.5,0
Cheese,14.6,79.42,112.56,1601.33,13.6,2
Eggs,23.37,76.08,96.82,1628.97,11.4,2
Cheese,4.42,54.14,2.6,415.16,3.6,0
Tomato,8.21,51.93,4.29,415.76,0.5,0
Bread,22.99,70.38,107.76,,8.4,2
Beef,5.16,57.04,5.41,385.6,1,0
Milk,5.45,51.75,3.93,365.24,1.8,0
Spinach,3.98,49.89,2.82,376.24,2.3,0
Mushroom,6.71,57.63,7.44,414.92,0.5,0
Bread,23.46,78.44,84.32,1659.31,7.2,2
Bread,22.17,59.99,35.05,697.86,3.5,1
Eggs,4.6,49.57,3.84,411.71,3.7,0
Mushroom,21.17,76.01,101.6,1809.76,7.1,2
Chicken,21.06,92.21,123.59,1857.64,5.9,2
Cheese,4.04,51.35,5.7,388.01,2.5,0
Bread,22.11,47.88,3.74,392.89,0.6,0
Mushroom,5.39,58.96,4.04,438.95,1,0
Orange,6.08,47.44,3.96,367.85,2.5,0
Chicken,3.3,62.98,5.08,427.95,2,0
Fish,9.4,57.15,49.96,924.3,1.2,1
Fish,0.78,52.02,5.2,437.4,0.5,0
Mushroom,19.64,83.5,131.13,1796.05,7,2
Orange,6.27,43.2,6.16,402.07,3.2,0
Tomato,15.12,65.25,39.54,794.67,5.7,1
Fish,8.56,70.27,40.49,831.19,1.9,1
Beef,18.19,84.82,147.24,1893.06,5.9,2
Orange,13.61,60.38,41.11,742.45,4.6,1
Orange,4.44,46.89,3.46,388.84,2.8,0
Cheese,4.77,49.3,6.2,405.93,2.4,0
Spinach,3.73,60.21,6.15,420.7,1.6,0
Potato,7.78,53.47,2.59,413.29,3.5,0
Mushroom,4.37,58,8.07,379.03,1.1,0
Eggs,10.65,59.46,32.54,774.15,5.6,1
Bread,24.53,73.55,94.25,1568.42,7.8,2
Tomato,14.37,59.05,39.97,927.06,6.3,1
Tomato,21.75,79.56,114.16,1718.35,8.7,2
Potato,8.13,49.05,3.11,368.31,3.7,0
Yogurt,8.75,71.62,37.41,758.39,5.4,1
Mushroom,11.2,72.06,50.31,890.26,2.9,1
Spinach,4.35,53.85,3.65,354.6,1.4,0
Eggs,10.96,56.68,40.58,797.72,7.9,1
Spinach,19.39,83.65,104.58,1951.75,7.5,2
Beef,3.18,54.99,7.17,432.32,0.9,0
Spinach,13.42,66.57,38.7,897.98,3.6,1
Apple,6.04,43.62,3.61,396.36,1,0
Bread,22.05,58.03,32.96,764.32,5.3,1
Fish,3.32,53.73,5.26,442.31,0.8,0
Apple,11.68,67.08,39.31,795.2,4.1,1
Potato,7.28,52.9,2,372.73,4.7,0
Potato,7.16,50.49,4.14,404.01,4.7,0
Fish,8.92,57.43,52.66,900.12,3.1,1
Strawberry,3.64,51.51,6.23,433.64,1,0
Potato,15.58,61.26,23.5,775.73,7.9,1
Spinach,4.51,56.31,3.82,424.08,1.9,0
Beef,21.76,86.38,137.52,2072.98,6.7,2
Strawberry,10.75,70.11,42.85,796.95,3.3,1
Apple,5.36,43.6,3.27,407.96,1.6,0
Orange,5.95,47.44,3.61,,2.6,0
Chicken,22.24,83.95,112.78,1763.24,6.6,2
Orange,6.56,48.97,3.75,409.58,1.8,0
Orange,4.14,41.53,2.98,367.13,3.2,0
Bread,22.35,69.1,88.73,1429.07,8.6,2
Eggs,3.91,47.22,2.32,414.31,3.3,0
Orange,20.1,83.99,107.81,1808.36,12.3,2
Eggs,5.85,44.21,3.43,391.97,3,0
Apple,5.29,45.67,3.71,356.72,2.1,0
Chicken,19.78,79.01,136.06,1964.7,6.5,2
Cheese,9.67,60.9,38.11,763.65,6.7,1
Apple,3.3,51.31,4.54,426.25,2.4,0
Mushroom,14.18,74.21,35.1,905.71,3.6,1
Mushroom,24.83,89.62,134.9,1926.6,5.4,2
Apple,12.89,66.91,33.11,849.53,5.1,1
Bread,23.52,61.49,31.98,722.75,3.5,1
Apple,6.76,46.85,5.19,411.54,2.1,0
Cheese,4.96,48.78,2.47,418.1,2.8,0
Yogurt,4.39,47.32,3.07,395.22,2.3,0
Fish,17.14,91.66,160.74,2060.16,4.8,2
Potato,6.73,45.38,2.7,381.36,4.9,0
Yogurt,11.54,85.38,111,1791.16,7.4,2
Chicken,4.31,52.91,6.63,389.19,0.7,0
Apple,12.88,68.96,32.79,831.27,3.9,1
Yogurt,9.29,58.61,29.92,714.22,5.4,1
Eggs,3.28,37.35,2.49,383.11,3.1,0
Eggs,3.47,55.85,3.69,398.34,3,0
Milk,3.28,48.75,4.43,413.44,1.9,0
Cheese,8.91,60.99,37.76,741,6.2,1
Beef,3.8,49.38,,408.83,0.8,0
Spinach,3.58,63.49,4.96,404.84,0.7,0
Cheese,3.68,51.99,3.19,416.84,3.5,0
Strawberry,18.17,72.63,134.31,1898.37,5.4,2
Bread,21.12,58.31,27.97,786.76,4,1
Spinach,19.05,91.97,110.11,1520.06,6.1,2
Yogurt,3.96,54.85,4.85,453.23,2.6,0
Spinach,4.43,56.1,5.57,366.11,1.8,0
Yogurt,9.31,61.4,31.41,739.8,4.8,1
Potato,8.99,48.98,4.04,380.32,4.5,0
Orange,6.32,55.46,4.12,414.06,3.2,0
Mushroom,6.04,64.38,5.5,417.27,1.6,0
Tomato,12.62,67.15,56.44,872.32,5.6,1
Chicken,3.06,55.18,5.04,414.28,1.2,0
Milk,14.71,71.06,118.7,1651.45,6.7,2
Spinach,20.12,79.25,116.44,1759.7,6.1,2
Orange,13.94,61.25,42.83,810.88,6.2,1
Beef,9.59,57.45,51.07,842.03,3.5,1
Yogurt,7.02,60.82,36.28,694.2,5.4,1
Chicken,2.19,56.34,4.62,404.86,1.1,0
Strawberry,11.64,59.75,43.3,808.97,2.5,1
Beef,2.9,50.5,5.61,444.41,1.1,0
Fish,18.44,87.31,126.41,1885.33,4.9,2
Spinach,11.09,71.04,41.8,757.71,3.7,1
Tomato,15,62.11,37.15,700.06,4.9,1
Fish,17.08,88.45,136.7,2270.26,6,2
Yogurt,17.59,81.44,93.16,1639.98,8.9,2
Cheese,5.26,51.83,4.59,418.6,2.6,0
Strawberry,11.88,62.97,47.96,887.06,2.7,1
Strawberry,19.64,83.45,120.55,1903.95,6.3,2
Beef,10.49,69.38,41.87,,2.7,1
Cheese,4.2,48.54,4.14,380.28,3.3,0
Mushroom,23.05,87.39,149.65,1772.2,7.1,2
Orange,21.34,80.43,124,1731.1,9.1,2
Eggs,5.34,49.01,2.09,372.84,3.6,0
Fish,2.49,55.31,5.69,446.05,1.2,0
